LOTNO,OPERATION,OPN,DATE,TIME
9EX7600,7562,TN1FM2XX0A1DUU0,2015/5/4,162502
9EX7620,7562,TN2FM2XX0A1CUU0,2015/5/4,141627
9EX7650,7562,TN2FM2XX0A1CUU0,2015/5/4,131844
9EX7671,7562,KTXBL2XX0B0AUU0,2015/5/4,053023
9EX7671,7562,KTXBL2XX0B0AUU0,2015/5/4,054318
9EX7671,7562,KTXBL2XX0B0AUU0,2015/5/4,055035
9EX7720,7562,TN2FM2XX0A1CUU0,2015/5/4,122231
G179452,7562,TN2FM2XX0A1CUU0,2015/5/4,035323
G179452,7562,TN2FM2XX0A1CUU0,2015/5/4,042004
G179452,7562,TN2FM2XX0A1CUU0,2015/5/4,052115
G179452,7562,TN2FM2XX0A1CUU0,2015/5/4,061459
G179464,7562,TN2FM2XX0A1CUU0,2015/5/4,052240
WG30394,7562,KTXBL2XX0B0AUU0,2015/5/4,214530
Y874411,7562,KBXFT3XX0A1XUU0,2015/5/4,132245
4297813,7562,BVXFT3XX0A1XUU0,2015/5/5,044652
4297813,7562,KBXFT3XX0A1XUU0,2015/5/5,045901
4299811,7562,ORXC32XX0C0XUU0,2015/5/5,090544
4299811,7562,ORXC32XX0C0XUU0,2015/5/5,091032
4299811,7562,ORXC32XX0C0XUU0,2015/5/5,103648
4299811,7562,ORXC32XX0C0XUU0,2015/5/5,105630
9EU4622,7562,ORXC32XX0C0XUU0,2015/5/5,122630
9EU4622,7562,ORXC32XX0C0XUU0,2015/5/5,135753
9EW4100,7562,ORXAM3XX0C0XUU0,2015/5/5,162309
9EW4110,7562,ORXAM3XX0C0XUU0,2015/5/5,161827
9EW4251,7562,KTXBL2XX0B0AUU0,2015/5/5,141532
9EW4251,7562,KTXBL2XX0B0AUU0,2015/5/5,180348
9EW4251,7562,KTXBL2XX0B0AUU0,2015/5/5,223742
9EX7571,7562,KTXBL2XX0B0AUU0,2015/5/5,225342
9EX7690,7562,TN2FM2XX0A1CUU0,2015/5/5,133849
9EX7871,7562,KTXBL2XX0B0AUU0,2015/5/5,085638
9EX7971,7562,KTXBL2XX0B0AUU0,2015/5/5,034226
9EX8011,7562,KTXBL2XX0B0AUU0,2015/5/5,110604
9EX8031,7562,KTXBL2XX0B0AUU0,2015/5/5,054404
9EX8110,7562,TN1FM2XX0A1DUU0,2015/5/5,133756
9EX8110,7562,TN1FM2XX0A1DUU0,2015/5/5,135524
9EX8110,7562,TN1FM2XX0A1DUU0,2015/5/5,144121
9EX8110,7562,TN1FM2XX0A1DUU0,2015/5/5,151424
9EX8161,7562,KTXBL2XX0B0AUU0,2015/5/5,223222
9EX8251,7562,KTXBL2XX0B0AUU0,2015/5/5,203530
G179451,7562,TN2FM2XX0A1CUU0,2015/5/5,085656
G179470,7562,TN2FM2XX0A1CUU0,2015/5/5,101101
G179470,7562,TN2FM2XX0A1CUU0,2015/5/5,105115
WG35047,7562,TN1FM2XX0A1DUU0,2015/5/5,004531
WG35047,7562,TN1FM2XX0A1DUU0,2015/5/5,012640
Y870320,7562,ORXAM3XX0C0XUU0,2015/5/5,041423
Y870320,7562,ORXAM3XX0C0XUU0,2015/5/5,050058
Y874431,7562,KBXFT3XX0A1XUU0,2015/5/5,180135
4297828,7562,KBXFT3XX0A1XUU0,2015/5/6,135411
4297833,7562,KBXFT3XX0A1XUU0,2015/5/6,133743
4299843,7562,ORXC32XX0C0XUU0,2015/5/6,132913
4299843,7562,ORXC32XX0C0XUU0,2015/5/6,133009
9EW2092,7562,ORXC320B2GUU,2015/5/6,222039
9EW2092,7562,ORXC320B2GUU,2015/5/6,222122
9EW2092,7562,ORXC320B2GUU,2015/5/6,222207
9EW4400,7562,ORAM3XX0C0XUU0,2015/5/6,043831
9EW4400,7562,ORAM3XX0C0XUU0,2015/5/6,044852
9EW4400,7562,ORXAM3XX0C0XUU0,2015/5/6,042833
9EW4400,7562,ORXAM3XX0C0XUU0,2015/5/6,044949
9EW4400,7562,TN2FM2XX0A1CUU0,2015/5/6,044027
9EW4400,7562,TN2FM2XX0A1CUU0,2015/5/6,044536
9EW4460,7562,ORAM3XX0C0XUU0,2015/5/6,043744
9EW4460,7562,ORXAM3XX0C0XUU0,2015/5/6,031531
9EW4460,7562,ORXAM3XX0C0XUU0,2015/5/6,040729
9EX6890,7562,UDN01XXMAB,2015/5/6,123950
9EX7140,7562,UDN01XXMAB,2015/5/6,135719
9EX7140,7562,UDN01XXMAB,2015/5/6,162638
9EX7240,7562,UDN01XXMAB,2015/5/6,003948
9EX7240,7562,UDN01XXMAB,2015/5/6,045353
9EX7240,7562,UDN01XXMAB,2015/5/6,045427
9EX7240,7562,UDN01XXMAB,2015/5/6,175909
9EX7240,7562,UDN01XXMAB,2015/5/6,192332
9EX7480,7562,UDN01XXMAB,2015/5/6,115013
9EX7491,7562,KTXBL2XX0B0AUU0,2015/5/6,054038
9EX7571,7562,KTXBL2XX0B0AUU0,2015/5/6,004031
9EX8000,7562,TN1FM2XX0A1DUU0,2015/5/6,053305
9EX8161,7562,KTXBL2XX0B0AUU0,2015/5/6,003730
9EX8170,7562,TN2FM2XX0A1CUU0,2015/5/6,041945
9EX8200,7562,TN2FM2XX0A1CUU0,2015/5/6,055554
9EX8200,7562,TN2FM2XX0A1CUU0,2015/5/6,060855
9EX8231,7562,KTXBL2XX0B0AUU0,2015/5/6,005743
9EX8241,7562,KTXBL2XX0B0AUU0,2015/5/6,004332
9EX8242,7562,KTXBL2XX0B0AUU0,2015/5/6,050846
9EX8280,7562,TN2FM2XX0A1CUU0,2015/5/6,184637
9EX8290,7562,TN2FM2XX0A1CUU0,2015/5/6,182256
9EX8311,7562,KTXBL2XX0B0AUU0,2015/5/6,021007
9EX8371,7562,KTXBL2XX0B0AUU0,2015/5/6,181042
9EX8383,7562,KTXBL2XX0B0AUU0,2015/5/6,175004
9EX8400,7562,TN2FM2XX0A1CUU0,2015/5/6,181559
9EX8410,7562,TN2FM2XX0A1CUU0,2015/5/6,170831
9EX8470,7562,UDN01XXMAB,2015/5/6,152045
9EX8470,7562,UDN01XXMAB,2015/5/6,174535
9EX8480,7562,TN2FM2XX0A1CUU0,2015/5/6,175824
9EX8590,7562,TN1FM2XX0A1DUU0,2015/5/6,174914
9EX8590,7562,TN1FM2XX0A1DUU0,2015/5/6,175005
9EX8681,7562,KTXBL2XX0B0AUU0,2015/5/6,205613
9EY8461,7562,KTXBL2XX0B0AUU0,2015/5/6,020937
9EY8461,7562,KTXBL2XX0B0AUU0,2015/5/6,052933
9EW4610,7562,ORXAM3XX0C0XUU0,2015/5/7,062624
9EW4610,7562,ORXAM3XX0C0XUU0,2015/5/7,065146
9EW4610,7562,ORXAM3XX0COXUU0,2015/5/7,065018
9EW8660,7562,ORXAM3XX0C0XUU0,2015/5/7,072056
9EX3492,7562,UDN01XXMAB,2015/5/7,061815
9EX3930,7562,TN2FM2XX0A1CUU0,2015/5/7,181026
9EX7716,7562,TN2FM2XX0A1CUU0,2015/5/7,130128
9EX8391,7562,KTXBL2XX0B0AUU0,2015/5/7,005518
9EX8590,7562,TN1FM2XX0A1DUU0,2015/5/7,074403
9EX8630,7562,TN2FM2XX0A1CUU0,2015/5/7,180703
9EX8630,7562,TN2FM2XX0A1CUU0,2015/5/7,183244
9EX8660,7562,ORXAM3XX0C0XUU0,2015/5/7,065401
9EX8660,7562,TN2FM2XX0A1CUU0,2015/5/7,063752
9EX8660,7562,TN2FM2XX0A1CUU0,2015/5/7,065622
9EX8660,7562,TN2FM2XX0A1CUU0,2015/5/7,071538
9EX8660,7562,TN2FM2XX0A1CUU0,2015/5/7,163815
9EX8660,7562,TN2FM2XX0A1CUU0,2015/5/7,172803
9EX8751,7562,KTXBL2XX0B0AUU0,2015/5/7,015054
9EX8761,7562,KTXBL2XX0B0AUU0,2015/5/7,033807
9EX8770,7562,TN2FM2XX0A1CUU0,2015/5/7,173137
9EX8770,7562,TN2FM2XX0A1CUU0,2015/5/7,174219
9EX8770,7562,TN2FM2XX0A1CUU0,2015/5/7,174820
9EX8900,7562,TN2FM2XX0A1CUU0,2015/5/7,182755
9EX8921,7562,KTXBL2XX0B0AUU0,2015/5/7,052931
9EX8921,7562,KTXBL2XX0B0AUU0,2015/5/7,054723
9EX8921,7562,KTXBL2XX0B0AUU0,2015/5/7,054827
9EX8921,7562,KTXBL2XX0B0AUU0,2015/5/7,054909
9EX9050,7562,TN2FM2XX0A1CUU0,2015/5/7,194759
9EX9050,7562,TN2FM2XX0A1CUU0,2015/5/7,201131
9EX9142,7562,KTXBL2XX0B0AUU0,2015/5/7,142002
9EX9163,7562,KTXBL2XX0B0AUU0,2015/5/7,145356
WG35732,7562,BVFT3XX0A1XUU0,2015/5/7,143224
WG35732,7562,BVXFT3XX0A1XUU0,2015/5/7,143826
9EW4650,7562,ORXAM3XX0C0XUU0,2015/5/8,090614
9EW4990,7562,ORXAM3XX0C0XUU0,2015/5/8,130333
9EW4990,7562,ORXAM3XX0C0XUU0,2015/5/8,131511
9EW4990,7562,ORXAM3XX0C0XUU0,2015/5/8,131846
9EW4990,7562,ORXAM3XX0C0XUU0,2015/5/8,132015
9EW5200,7562,ORXAM3XX0C0XUU0,2015/5/8,134406
9EW5300,7562,ORXAM3XX0C0XUU0,2015/5/8,135944
9EW5340,7562,ORXAM3XX0C0XUU0,2015/5/8,171710
9EX9451,7562,KTXBL2XX0B0AUU0,2015/5/8,114420
9EX9680,7562,TN2FM2XX0A1CUU0,2015/5/8,221104
9EX9680,7562,TN2FM2XX0A1CUU0,2015/5/8,225600
9EX9680,7562,TN2FM2XX0A1CUU0,2015/5/8,234252
9EX9751,7562,KTXBL2XX0B0AUU0,2015/5/8,172104
9EY9801,7562,BVFT3XX0A1XUU0,2015/5/8,174150
9EY9801,7562,BVXFT3XX0A1XUU0,2015/5/8,174349
WG31092,7562,BVXFT3XX0A1XUU0,2015/5/8,151058
WG31092,7562,BVXFT3XX0A1XUU0,2015/5/8,151212
WG31092,7562,BVXFT3XX0A1XUU0,2015/5/8,165930
WG35686,7562,BVXFT3XX0A1XUU0,2015/5/8,165429
Y870520,7562,ORXAM3XX0C0XUU0,2015/5/8,122013
9EW5350,7562,ORXAM3XX0C0XUU0,2015/5/9,173054
9EX5560,7562,TN2FM2XX0A1CUU0,2015/5/9,005547
9EX9560,7562,TN2FM2XX0A1CUU0,2015/5/9,000904
9EX9580,7562,TN2FM2XX0A1CUU0,2015/5/9,011859
9EX9620,7562,TN2FM2XX0A1CUU0,2015/5/9,021525
9EX9620,7562,TN2FM2XX0A1VCUU0,2015/5/9,021423
9EX9660,7562,TN2FM2XX0A1CUU0,2015/5/9,010654
9EX9680,7562,TN2FM2XX0A1CUU0,2015/5/9,000244
9EX9871,7562,KTXBL2XX0B0AUU0,2015/5/9,030135
9EX9871,7562,KTXBL2XX0B0AUU0,2015/5/9,031104
9EX9900,7562,TN2FM2XX0A1CUU0,2015/5/9,174024
9EY0051,7562,KTXBL2XX0B0AUU0,2015/5/9,123314
9EY0051,7562,KTXBL2XX0B0AUU0,2015/5/9,124319
9EY0091,7562,KTXBL2XX0B0AUU0,2015/5/9,053431
9EY0301,7562,KTXBL2XX0B0AUU0,2015/5/9,205421
9EY0481,7562,KTXBL2XX0B0AUU0,2015/5/9,225831
9EY0491,7562,KTXBL2XX0B0AUU0,2015/5/9,224313
9EY0541,7562,KTXBL2XX0B0AUU0,2015/5/9,181921
CORRRUN,7562,ORXC320B2GUU,2015/5/9,051759
WG31106,7562,KBXFT3XXOA1XUUO,2015/5/9,201706
9EX9631,7562,TN2FM2XX0A1CUU0,2015/5/10,085904
9EY0160,7562,TN2FM2XX0A1CUU0,2015/5/10,060253
9EY0160,7562,TN2FM2XX0A1CUU0,2015/5/10,060844
9EY0160,7562,TRN2FM2XX0A1CUU0,2015/5/10,060749
9EY0311,7562,KTXBL2XX0B0AUU0,2015/5/10,012034
9EY0601,7562,KTXBL2XX0B0AUU0,2015/5/10,143820
9EY0680,7562,TN2FM2XX0A1CUU0,2015/5/10,212916
9EY0680,7562,TN2FM2XX0A1CUU0,2015/5/10,215900
9EY0730,7562,TN2FM2XX0A1CUU0,2015/5/10,221314
9EY1250,7562,ORXAM3XX0C0XUU0,2015/5/10,164433
9EY1250,7562,ORXAM3XX0C0XUU0,2015/5/10,181819
9EZ0351,7562,KTXBL2XX0B0AUU0,2015/5/10,051449
9EZ0361,7562,KTXBL2XX0B0AUU0,2015/5/10,020909
WG31105,7562,KBXFT3XX0A1XUU0,2015/5/10,134320
Y870800,7562,ORXAM3XX0C0XUU0,2015/5/10,045041
9EY0860,7562,TN2FM2XX0A1CUU0,2015/5/11,051025
9EY0870,7562,TN2FM2XX0A1CUU0,2015/5/11,001332
9EY0870,7562,TN2FM2XX0A1CUU0,2015/5/11,002857
9EY0910,7562,TN2FM2XX0A1CUU0,2015/5/11,021130
9EY1330,7562,ORXAM3XX0C0XUU0,2015/5/11,181544
9EY1330,7562,ORXAM3XX0C0XUU0,2015/5/11,192256
9EZ3041,7562,KTXBL2XX0B0AUU0,2015/5/11,035353
9EZ3240,7562,TN2FM2XX0A1CUU0,2015/5/11,213649
9EZ3240,7562,TN2FM2XX0A1CUU0,2015/5/11,215631
9EZ3320,7562,TN2FM2XX0A1CUU0,2015/5/11,225341
9EZ3320,7562,TN2FM2XX0A1CUU0,2015/5/11,231055
9EZ3451,7562,KTXBL2XX0B0AUU0,2015/5/11,011741
9EZ3451,7562,KTXBL2XX0B0AUU0,2015/5/11,012252
WG31104,7562,KBXFT3XX0A1XUU0,2015/5/11,135727
WG31104,7562,KBXFT3XX0A1XUU0,2015/5/11,140420
WG31104,7562,KBXFT3XX0A1XUU0,2015/5/11,145250
WG31104,7562,KBXFT3XX0A1XUU0,2015/5/11,152124
WG31104,7562,KBXFT3XXA1XUU0,2015/5/11,140127
WG31108,7562,KBXFT3XX0A1XUU0,2015/5/11,011950
4297919,7562,BVXFT3XX0A1XUU0,2015/5/12,012037
9EY1600,7562,ORXAM3XX0C0XUU0,2015/5/12,051427
9EY1600,7562,ORXAM3XX0C0XUU0,2015/5/12,054109
9EY1600,7562,ORXAM3XX0C0XXUU0,2015/5/12,051341
9EZ0991,7562,BVXFT3XX0A1XUU0,2015/5/12,020800
9EZ0991,7562,BVXFT3XX0A1XUU0,2015/5/12,022110
9EZ1071,7562,BVXFT3XX0A1XUU0,2015/5/12,031721
9EZ1071,7562,BVXFT3XX0A1XUU0,2015/5/12,034511
9EZ1071,7562,BVXFT3XX0A1XUU0,2015/5/12,044158
9EZ1071,7562,BVXFT3XX0A1XUU0,2015/5/12,050754
9EZ3210,7562,TN2FM2XX0A1CUU0,2015/5/12,010716
9EZ3230,7562,TN2FM2XX0A1CUU0,2015/5/12,003000
9EZ3320,7562,TN2FM2XX0A1CUU0,2015/5/12,001005
9EZ3341,7562,KTXBL2XX0B0AUU0,2015/5/12,002451
9EZ3400,7562,TN2FM2XX0A1CUU0,2015/5/12,050054
WE81786,7562,KTXBL2XX0B0AUU0,2015/5/12,062629
